Data: 2018-5-31
Czas: 13.57.20
$$$ DANE POMIAROWE PROCESU $$$
Wypelnienie PWM: 011
Czas zgrzewania: 011
-
t [ms]; I [A]; U [V]; F [kN]
32.8; 1253; 1011; 1031
32.9; 1284; 1010; 990
33.0; 1270; 1043; 1028
33.1; 1300; 1008; 1023
33.2; 1291; 974; 1027
33.3; 1282; 1036; 996
33.4; 1284; 991; 985
33.5; 1284; 990; 1004
33.6; 1265; 1047; 996
33.7; 1304; 1029; 1003
33.8; 1296; 1034; 1036
33.9; 1277; 997; 1016
34.0; 1286; 1002; 985
34.1; 1275; 978; 986
34.2; 1277; 997; 1010
34.3; 1278; 1022; 1009
34.4; 1272; 998; 979
34.5; 1269; 999; 1021
34.6; 1290; 1013; 1023
34.7; 1296; 1045; 998
34.8; 1267; 1021; 998
34.9; 1256; 1020; 1013
35.0; 1267; 998; 1014
35.1; 1278; 995; 994
35.2; 1268; 1013; 985
35.3; 1275; 989; 1010
35.4; 1275; 1028; 1003
35.5; 1279; 985; 1003
35.6; 1262; 1024; 999
35.7; 1273; 1024; 984
35.8; 1290; 984; 973
35.9; 1294; 1013; 977
36.0; 1301; 1021; 1004
36.1; 1286; 1003; 985
36.2; 1288; 1029; 1001
36.3; 1281; 1019; 1006
36.4; 1255; 1029; 1019
36.5; 1310; 1007; 988
36.6; 1273; 1013; 978
36.7; 1282; 1034; 978
36.8; 1271; 1014; 1033
36.9; 1278; 995; 1034
37.0; 1277; 998; 1019
37.1; 1297; 1006; 1019
37.2; 1262; 1033; 995
37.3; 1263; 1007; 994
37.4; 1284; 1007; 1012
37.5; 1293; 1050; 986
37.6; 1272; 1030; 1025
37.7; 1298; 1004; 1028
37.8; 1255; 1000; 1003
37.9; 1276; 1032; 1011
38.0; 1290; 998; 1001
38.1; 1269; 1007; 987
38.2; 1294; 1020; 1015
38.3; 1278; 1027; 1026
38.4; 1265; 988; 1022
38.5; 1285; 989; 1000
38.6; 1294; 981; 997
38.7; 1279; 1032; 996
38.8; 1270; 1003; 1017
38.9; 1267; 1029; 1000
39.0; 1289; 995; 1019
39.1; 1273; 1021; 1006
39.2; 1260; 1011; 988
39.3; 1259; 999; 1013
39.4; 1287; 1014; 1001
39.5; 1289; 999; 1016
39.6; 1258; 1012; 983
39.7; 1268; 991; 1029
39.8; 1258; 1006; 979
39.9; 1260; 1033; 986
40.0; 1264; 1041; 994
40.1; 1262; 1011; 1020
40.2; 1267; 1004; 979
40.3; 1256; 1030; 1030
40.4; 1264; 978; 1041
40.5; 1294; 1033; 1028
40.6; 1258; 981; 989
40.7; 1257; 1025; 1039
40.8; 1281; 993; 991
40.9; 1303; 999; 974
41.0; 1291; 1005; 986
41.1; 1273; 1015; 978
41.2; 1285; 1012; 1009
41.3; 1285; 984; 1010
41.4; 1287; 1001; 996
41.5; 1266; 1003; 1008
41.6; 1263; 1003; 976
41.7; 1278; 1006; 973
41.8; 1280; 1015; 993
41.9; 1270; 1019; 1028
42.0; 1293; 1034; 985
42.1; 1304; 1032; 1013
42.2; 1283; 1004; 1004
42.3; 1291; 988; 1040
42.4; 1290; 1040; 989
42.5; 1275; 1017; 991
42.6; 1282; 999; 1005
42.7; 1276; 1003; 1007
42.8; 1270; 1030; 1018
42.9; 1257; 1020; 986
43.0; 1275; 1004; 987
43.1; 1265; 1020; 1019
43.2; 1284; 1039; 1026
43.3; 1268; 1028; 983
43.4; 1256; 997; 1022
43.5; 1269; 1015; 1032
43.6; 1263; 997; 1019
43.7; 1270; 1008; 1017
43.8; 1265; 1004; 986
43.9; 1268; 1006; 899
44.0; 1286; 1040; 912
44.1; 1271; 981; 926
44.2; 1286; 1033; 939
44.3; 1266; 1001; 908
44.4; 1276; 1001; 983
44.5; 1257; 1017; 991
44.6; 1288; 1015; 990
44.7; 1253; 991; 1011
44.8; 1282; 1028; 1011
44.9; 1291; 1018; 1022
45.0; 1254; 1006; 1043
45.1; 1295; 1027; 984
45.2; 1247; 974; 978
45.3; 1281; 1037; 985
45.4; 1269; 1004; 1029
45.5; 1302; 1003; 1026
45.6; 1255; 1028; 1004
45.7; 1294; 998; 1025
45.8; 1275; 1026; 1033
45.9; 1267; 1041; 1030
46.0; 1296; 984; 969
46.1; 1301; 1018; 994
46.2; 1291; 1053; 1028
46.3; 1272; 992; 1014
46.4; 1266; 1015; 1030
46.5; 1289; 1006; 1000
46.6; 1303; 1010; 994
46.7; 1275; 992; 1012
46.8; 1259; 1037; 996
46.9; 1282; 996; 991
47.0; 1292; 1006; 991
47.1; 1281; 1015; 939
47.2; 1260; 1002; 918
47.3; 1278; 979; 935
47.4; 1261; 1017; 913
47.5; 1276; 1042; 917
47.6; 1259; 1026; 1017
47.7; 1259; 1037; 1006
47.8; 1276; 1033; 1029
47.9; 1283; 1040; 1010
48.0; 1286; 1006; 967
48.1; 1261; 1006; 986
48.2; 1270; 995; 1004
48.3; 1279; 1007; 997
48.4; 1279; 1021; 1000
48.5; 1282; 1016; 1013
48.6; 1269; 1031; 1034
48.7; 1284; 993; 974
48.8; 1301; 1042; 1012
48.9; 1279; 1004; 989
49.0; 1271; 1007; 1018
49.1; 1274; 991; 990
49.2; 1301; 1015; 1004
49.3; 1279; 1014; 1024
49.4; 1259; 1007; 1003
49.5; 1277; 1024; 986
49.6; 1298; 1005; 1029
49.7; 1267; 1040; 1017
49.8; 1272; 1015; 994
49.9; 1280; 1005; 987
50.0; 1276; 1027; 974
50.1; 1277; 1020; 1024
50.2; 1272; 1009; 987
50.3; 1281; 994; 1020
50.4; 1277; 999; 988
50.5; 1284; 988; 983
50.6; 1283; 1035; 981
50.7; 1290; 1011; 983
50.8; 1259; 1008; 1031
50.9; 1300; 1034; 996
51.0; 1287; 1012; 981
51.1; 1278; 1036; 1015
51.2; 1275; 1007; 996
51.3; 1270; 1003; 974
51.4; 1286; 1011; 997
51.5; 1274; 986; 1003
51.6; 1256; 997; 1018
51.7; 1265; 995; 1005
51.8; 1274; 975; 1018
51.9; 1289; 1037; 1033
52.0; 1289; 989; 982
52.1; 1274; 1004; 985
52.2; 1261; 1038; 1038
52.3; 1272; 994; 987
52.4; 1286; 1034; 1005
52.5; 1266; 1031; 997
52.6; 1268; 1041; 990
52.7; 1266; 1027; 1015
52.8; 1277; 1025; 1000
52.9; 1305; 1025; 1017
53.0; 1291; 1004; 1011
53.1; 1282; 1007; 1042
53.2; 1271; 1024; 1027
53.3; 1278; 989; 994
53.4; 1283; 1033; 971
53.5; 1300; 1027; 1018
53.6; 1264; 991; 980
53.7; 1265; 1041; 991
53.8; 1267; 1008; 1045
53.9; 1259; 975; 1022
54.0; 1295; 1030; 1026
54.1; 1250; 993; 973
54.2; 1274; 1002; 1016
54.3; 1280; 1033; 1010
54.4; 1303; 1004; 1030
54.5; 1280; 995; 1006
54.6; 1281; 998; 1015
54.7; 1290; 1008; 993
54.8; 1283; 1020; 1005
54.9; 1255; 996; 1002
55.0; 1260; 1035; 1017
55.1; 1272; 1018; 1003
55.2; 1280; 995; 1029
55.3; 1268; 1019; 1035
55.4; 1286; 1002; 1028
55.5; 1263; 1006; 986
55.6; 1266; 1054; 1031
55.7; 1266; 1022; 985
55.8; 1284; 1040; 1022
55.9; 1302; 1024; 981
56.0; 1280; 1032; 996
56.1; 1275; 1017; 996
56.2; 1256; 990; 987
56.3; 1294; 1010; 1010
56.4; 1296; 1015; 1007
56.5; 1290; 1013; 987
56.6; 1275; 1001; 982
56.7; 1286; 991; 974
56.8; 1268; 993; 965
56.9; 1289; 988; 990
57.0; 1253; 1031; 1014
57.1; 1277; 1040; 1002
57.2; 1290; 1010; 1024
57.3; 1287; 1009; 1020
57.4; 1278; 1015; 1025
57.5; 1275; 978; 981
57.6; 1274; 1041; 991
57.7; 1287; 1013; 1035
57.8; 1259; 1032; 1007
57.9; 1278; 1003; 1007
58.0; 1303; 1037; 1002
58.1; 1290; 1035; 978
58.2; 1259; 1004; 1004
58.3; 1285; 982; 1013
58.4; 1292; 987; 991
58.5; 1276; 1023; 1010
58.6; 1286; 988; 1025
58.7; 1275; 1034; 991
58.8; 1286; 1040; 994
58.9; 1290; 1023; 973
59.0; 1278; 1019; 1004
59.1; 1293; 1010; 983
59.2; 1260; 1012; 989
59.3; 1283; 981; 1007
59.4; 1298; 982; 980
59.5; 1270; 1000; 993
59.6; 1260; 1018; 1015
59.7; 1285; 1036; 980
59.8; 1288; 999; 1019
59.9; 1268; 1010; 972
60.0; 1261; 1007; 1005
60.1; 1279; 999; 1014
60.2; 1283; 1006; 988
60.3; 1283; 1039; 1022
60.4; 1276; 1002; 1003
60.5; 1282; 1037; 990
60.6; 1253; 996; 936
60.7; 1269; 1018; 896
60.8; 1276; 977; 922
60.9; 1280; 995; 884
61.0; 1284; 1013; 885
61.1; 1291; 1022; 929
61.2; 1287; 1041; 936
61.3; 1264; 1003; 931
61.4; 1254; 1005; 921
61.5; 1257; 996; 943
61.6; 1292; 991; 1018
61.7; 1268; 986; 998
61.8; 1273; 1023; 1036
61.9; 1269; 1008; 1001
62.0; 1271; 988; 1021
62.1; 1283; 996; 1016
62.2; 1262; 1035; 1017
62.3; 1287; 1035; 1024
62.4; 1259; 1019; 980
62.5; 1294; 1012; 1039
62.6; 1270; 989; 1022
62.7; 1261; 1004; 974
62.8; 1265; 1030; 975
62.9; 1246; 1009; 1008
63.0; 1292; 1030; 974
63.1; 1300; 984; 985
63.2; 1276; 1024; 1020
63.3; 1265; 1001; 1019
63.4; 1272; 990; 1038
63.5; 1288; 987; 978
63.6; 1259; 988; 986
63.7; 1270; 990; 1003
63.8; 1299; 980; 979
63.9; 1278; 1012; 1020
64.0; 1260; 991; 991
64.1; 1250; 1015; 1020
64.2; 1250; 1009; 1019
64.3; 1265; 1025; 1033
64.4; 1264; 1004; 1033
64.5; 1269; 1002; 993
64.6; 1271; 1044; 984
64.7; 1300; 1054; 1014
64.8; 1269; 1049; 1024
64.9; 1261; 1024; 991
65.0; 1283; 981; 1028
65.1; 1276; 1034; 1017
65.2; 1270; 1036; 1031
65.3; 1260; 978; 1003
65.4; 1268; 983; 999
65.5; 1259; 1032; 1006
65.6; 1287; 1015; 972
65.7; 1259; 992; 1039
65.8; 1281; 1007; 1017
65.9; 1281; 996; 1032
66.0; 1270; 1009; 1024
66.1; 1260; 985; 1033
66.2; 1285; 1028; 1017
66.3; 1273; 993; 997
66.4; 1247; 993; 1016
66.5; 1277; 1030; 979
66.6; 1275; 1005; 1004
66.7; 1257; 1004; 1020
66.8; 1275; 999; 978
66.9; 1281; 1011; 902
67.0; 1296; 1012; 927
67.1; 1277; 1002; 891
67.2; 1280; 1005; 935
67.3; 1262; 985; 905
67.4; 1265; 1040; 954
67.5; 1259; 1017; 926
67.6; 1288; 998; 909
67.7; 1275; 1005; 963
67.8; 1264; 991; 1025
67.9; 1292; 982; 989
68.0; 1291; 989; 1033
68.1; 1265; 992; 1000
68.2; 1281; 1004; 1012
68.3; 1284; 993; 974
68.4; 1301; 1037; 1028
68.5; 1269; 988; 972
68.6; 1283; 985; 1007
68.7; 1281; 1011; 1017
68.8; 1296; 992; 1013
68.9; 1283; 1029; 973
69.0; 1256; 986; 1003
69.1; 1275; 1025; 986
69.2; 1255; 1044; 982
69.3; 1289; 980; 976
69.4; 1257; 1018; 1021
69.5; 1263; 1004; 994
69.6; 1273; 1015; 1017
69.7; 1272; 1035; 1021
69.8; 1275; 1030; 1011
69.9; 1282; 1019; 1003
70.0; 1283; 1008; 987
70.1; 1263; 1053; 1018
70.2; 1293; 1019; 1037
70.3; 1285; 1026; 996
70.4; 1281; 1000; 1043
70.5; 1286; 983; 1013
70.6; 1268; 998; 1013
70.7; 1284; 1010; 969
70.8; 1286; 1024; 991
70.9; 1277; 1024; 994
71.0; 1269; 1020; 1000
71.1; 1293; 1028; 972
71.2; 1261; 1009; 1016
71.3; 1251; 975; 1003
71.4; 1261; 1015; 973
71.5; 1276; 1000; 1021
71.6; 1264; 1010; 989
71.7; 1260; 998; 979
71.8; 1260; 998; 1029
71.9; 1254; 1025; 1031
72.0; 1262; 1028; 1006
72.1; 1273; 1030; 1010
72.2; 1298; 1019; 988
72.3; 1276; 1014; 985
72.4; 1271; 1016; 991
72.5; 1295; 1012; 1025
72.6; 1274; 998; 1007
72.7; 1269; 1010; 964
72.8; 1284; 1036; 994
72.9; 1287; 1007; 998
73.0; 1269; 1004; 1038
73.1; 1278; 1021; 995
73.2; 1300; 1035; 995
73.3; 1282; 1007; 981
73.4; 1279; 1032; 1017
73.5; 1292; 1009; 1013
73.6; 1282; 977; 974
73.7; 1275; 1034; 1042
73.8; 1289; 1020; 991
73.9; 1273; 1028; 1030
74.0; 1271; 993; 1015
74.1; 1264; 991; 1026
74.2; 1260; 1002; 1049
74.3; 1269; 1000; 1009
74.4; 1300; 1032; 1019
74.5; 1280; 1034; 1005
74.6; 1277; 983; 975
74.7; 1259; 999; 1024
74.8; 1285; 998; 1012
74.9; 1259; 986; 1000
75.0; 1275; 1048; 1043
75.1; 1280; 1030; 997
75.2; 1255; 985; 999
75.3; 1270; 1013; 1005
75.4; 1284; 990; 982
75.5; 1269; 1014; 1003
75.6; 1273; 999; 997
75.7; 1277; 1024; 985
75.8; 1289; 985; 990
75.9; 1266; 1015; 976
76.0; 1282; 1008; 933
76.1; 1294; 1022; 921
76.2; 1282; 1046; 941
76.3; 1286; 994; 900
76.4; 1263; 1004; 906
76.5; 1270; 1037; 940
76.6; 1289; 1010; 918
76.7; 1270; 984; 909
76.8; 1292; 1027; 941
76.9; 1274; 1018; 1005
77.0; 1273; 998; 975
77.1; 1268; 1014; 1003
77.2; 1290; 1018; 988
77.3; 1255; 1004; 1002
77.4; 1279; 999; 980
77.5; 1261; 1026; 985
77.6; 1271; 1017; 1022
77.7; 1252; 984; 993
77.8; 1283; 992; 1011
77.9; 1279; 1012; 985
78.0; 1269; 1015; 992
78.1; 1262; 1006; 993
78.2; 1279; 1039; 994
78.3; 1273; 1045; 998
78.4; 1277; 1015; 988
78.5; 1265; 995; 1016
78.6; 1274; 986; 972
78.7; 1270; 1008; 1037
78.8; 1267; 998; 973
78.9; 1294; 1017; 991
79.0; 1259; 993; 1019
79.1; 1269; 1016; 1009
79.2; 1285; 1012; 986
79.3; 1301; 1018; 985
79.4; 1276; 999; 1014
79.5; 1273; 1010; 999
79.6; 1290; 984; 1011
79.7; 1283; 1030; 1013
79.8; 1268; 998; 1000
79.9; 1290; 976; 993
80.0; 1291; 999; 1027
80.1; 1269; 987; 1012
80.2; 1299; 983; 972
80.3; 1275; 980; 1003
80.4; 1255; 994; 991
80.5; 1266; 1030; 989
80.6; 1277; 988; 973
80.7; 1268; 995; 974
80.8; 1268; 1032; 1026
80.9; 1298; 1036; 982
81.0; 1277; 1049; 996
81.1; 1277; 1005; 975
81.2; 1273; 1006; 1026
81.3; 1264; 999; 994
81.4; 1300; 987; 973
81.5; 1265; 1050; 1007
81.6; 1262; 1017; 1033
81.7; 1288; 1053; 1024
81.8; 1279; 1012; 1042
81.9; 1267; 988; 1012
82.0; 1269; 996; 1016
82.1; 1299; 1004; 1038
82.2; 1269; 1004; 994
82.3; 1253; 996; 1031
82.4; 1273; 1021; 1013
82.5; 1250; 983; 967
82.6; 1266; 1033; 1000
82.7; 1260; 1032; 994
82.8; 1251; 989; 1014
82.9; 1265; 1004; 993
83.0; 1284; 987; 974
83.1; 1287; 1031; 1000
83.2; 1252; 1022; 1019
83.3; 1265; 1004; 997
83.4; 1289; 1033; 975
83.5; 1299; 998; 981
83.6; 1248; 990; 996
83.7; 1281; 996; 1012
83.8; 1309; 1012; 1032
83.9; 1289; 1009; 979
84.0; 1252; 994; 1004
84.1; 1252; 998; 1033
84.2; 1288; 1028; 989
84.3; 1278; 1010; 992
84.4; 1279; 1005; 1019
84.5; 1265; 1018; 1020
84.6; 1278; 998; 1010
84.7; 1257; 1020; 991
84.8; 1281; 1012; 1019
84.9; 1279; 1040; 993
85.0; 1254; 1010; 1019
85.1; 1272; 1004; 1003
85.2; 1272; 1024; 1017
85.3; 1260; 1010; 1036
85.4; 1290; 1001; 992
85.5; 1275; 1037; 990
85.6; 1301; 1006; 1012
85.7; 1273; 980; 1002
85.8; 1270; 1002; 1013
85.9; 1293; 1014; 1033
86.0; 1301; 1009; 973
86.1; 1269; 1032; 1000
86.2; 1284; 1008; 1018
86.3; 1277; 1040; 1034
86.4; 1289; 1037; 974
86.5; 1279; 1018; 990
86.6; 1271; 987; 1025
86.7; 1260; 1004; 985
86.8; 1258; 1000; 1015
86.9; 1273; 1020; 1005
87.0; 1286; 994; 1019
87.1; 1285; 1004; 997
87.2; 1263; 1020; 990
87.3; 1281; 985; 986
87.4; 1291; 1038; 992
87.5; 1273; 1011; 982
87.6; 1261; 999; 1014
87.7; 1278; 986; 1013
87.8; 1295; 1012; 1008
87.9; 1263; 1000; 995
88.0; 1267; 1008; 1000
88.1; 1256; 1011; 1002
88.2; 1285; 1031; 984
88.3; 1268; 1050; 1013
88.4; 1284; 1006; 993
88.5; 1278; 994; 979
88.6; 1264; 1029; 1021
88.7; 1291; 996; 1021
88.8; 1272; 987; 977
88.9; 1263; 1024; 998
89.0; 1255; 1008; 1018
89.1; 1257; 999; 991
89.2; 1261; 1015; 1048
89.3; 1269; 1009; 1034
89.4; 1281; 999; 981
89.5; 1262; 998; 1021
89.6; 1283; 984; 1005
89.7; 1257; 1037; 981
89.8; 1252; 1007; 1009
89.9; 1261; 1002; 990
90.0; 1259; 1024; 1000
90.1; 1289; 1046; 1004
90.2; 1249; 998; 1012
90.3; 1264; 1002; 985
90.4; 1274; 1026; 1003
90.5; 1273; 994; 991
90.6; 1279; 1029; 1036
90.7; 1295; 1038; 977
