Data: 2018-5-30
Czas: 14.37.57
$$$ DANE POMIAROWE PROCESU $$$
Wypelnienie PWM: 001
Czas zgrzewania: 022
-
t [ms]; I [A]; U [V]; F [kN]
21.4; 4095; 995; 1012
21.5; 4091; 1003; 1012
21.6; 4093; 969; 1032
21.7; 4092; 983; 1042
21.8; 4089; 1027; 1027
21.9; 4093; 1002; 1026
22.0; 4093; 990; 1019
22.1; 1; 899; 969
22.2; 2; 988; 977
22.3; 1; 1026; 997
22.4; 0; 972; 986
22.5; 0; 1029; 1010
22.6; 0; 1039; 989
22.7; 0; 998; 1030
22.8; 2; 994; 993
22.9; 1; 1005; 988
23.0; 2; 974; 989
23.1; 1; 985; 983
23.2; 1; 984; 1016
23.3; 1; 1034; 1047
23.4; 1; 977; 988
23.5; 1; 1001; 1015
23.6; 1; 991; 984
23.7; 1; 1012; 1018
23.8; 2; 983; 1012
23.9; 1; 998; 999
24.0; 1; 1040; 1017
24.1; 1; 1033; 1012
24.2; 1; 993; 986
24.3; 1; 1005; 1021
24.4; 0; 1017; 1023
24.5; 0; 995; 1054
24.6; 2; 1017; 1006
24.7; 2; 1008; 1046
24.8; 1; 1005; 996
24.9; 1; 1016; 996
25.0; 1; 1025; 1007
25.1; 0; 1047; 1004
25.2; 0; 1033; 989
25.3; 0; 1012; 1047
25.4; 1; 1030; 1016
25.5; 0; 1015; 977
25.6; 0; 1017; 1037
25.7; 0; 1011; 987
25.8; 0; 1032; 990
25.9; 0; 1009; 1016
26.0; 1; 995; 994
26.1; 1; 991; 1041
26.2; 0; 1017; 1009
26.3; 1; 982; 994
26.4; 0; 1003; 1039
26.5; 0; 1045; 983
26.6; 1; 997; 1006
26.7; 0; 993; 987
26.8; 0; 984; 981
26.9; 1; 1040; 1030
27.0; 0; 1029; 1039
27.1; 0; 1007; 1019
27.2; 1; 978; 986
27.3; 1; 1008; 1003
27.4; 0; 987; 977
27.5; 0; 1013; 1024
27.6; 0; 1028; 1017
27.7; 0; 982; 1013
27.8; 0; 991; 993
27.9; 1; 1007; 991
28.0; 1; 1012; 1031
28.1; 1; 1022; 1027
28.2; 1; 989; 1006
28.3; 2; 1025; 1019
28.4; 0; 1027; 990
28.5; 0; 1030; 987
28.6; 1; 1008; 1047
28.7; 1; 1007; 1001
28.8; 2; 1029; 1012
28.9; 1; 983; 1020
29.0; 1; 1010; 987
29.1; 1; 1016; 998
29.2; 2; 998; 1019
29.3; 2; 991; 1024
29.4; 2; 981; 973
29.5; 1; 983; 1037
29.6; 1; 993; 994
29.7; 1; 997; 1015
29.8; 1; 989; 998
29.9; 1; 1015; 1046
30.0; 1; 1018; 1035
30.1; 0; 1033; 982
30.2; 0; 1017; 1046
30.3; 0; 975; 992
30.4; 0; 994; 1027
30.5; 0; 1044; 1032
30.6; 0; 1015; 1009
30.7; 0; 989; 1007
30.8; 0; 1033; 1032
30.9; 1; 1002; 999
31.0; 0; 1019; 1024
31.1; 0; 1010; 1013
31.2; 1; 1010; 1015
31.3; 1; 983; 1005
31.4; 1; 1029; 1010
31.5; 0; 1029; 979
31.6; 1; 1027; 1037
31.7; 0; 987; 1017
31.8; 1; 1011; 1007
31.9; 0; 1009; 1016
32.0; 0; 1013; 1014
32.1; 0; 1006; 999
32.2; 1; 1006; 1036
32.3; 1; 990; 1024
32.4; 0; 1031; 1028
32.5; 2; 997; 1013
32.6; 0; 1041; 999
32.7; 1; 996; 1001
32.8; 1; 1043; 1024
32.9; 0; 1033; 1017
33.0; 1; 991; 1032
33.1; 2; 989; 979
33.2; 1; 1000; 993
33.3; 2; 984; 1001
33.4; 0; 1007; 1032
33.5; 1; 991; 991
33.6; 1; 998; 1027
33.7; 1; 1001; 980
33.8; 2; 1014; 1037
33.9; 1; 1012; 1005
34.0; 2; 987; 1028
34.1; 1; 1028; 998
34.2; 1; 1047; 1020
34.3; 2; 1017; 1017
34.4; 1; 1021; 984
34.5; 2; 984; 999
34.6; 0; 983; 995
34.7; 1; 1003; 1000
34.8; 2; 982; 979
34.9; 0; 1031; 1028
35.0; 1; 998; 1022
35.1; 0; 1007; 1025
35.2; 1; 989; 983
35.3; 0; 1040; 1034
35.4; 0; 1036; 1019
35.5; 1; 1022; 1029
35.6; 1; 1011; 994
35.7; 0; 982; 999
35.8; 0; 994; 973
35.9; 0; 1001; 1011
36.0; 1; 1035; 989
36.1; 0; 987; 1012
36.2; 1; 1011; 990
36.3; 0; 1024; 1018
36.4; 0; 1030; 1005
36.5; 2; 992; 994
36.6; 0; 1030; 1006
36.7; 2; 1024; 996
36.8; 1; 1019; 1040
36.9; 2; 1017; 999
37.0; 0; 1021; 985
37.1; 0; 1021; 1038
37.2; 1; 1034; 1003
37.3; 0; 1041; 1017
37.4; 1; 1029; 1016
37.5; 0; 1034; 987
37.6; 1; 1010; 993
37.7; 1; 1047; 1041
37.8; 1; 1030; 1027
37.9; 1; 1037; 993
38.0; 1; 978; 1005
38.1; 1; 992; 1033
38.2; 1; 1024; 987
38.3; 1; 1034; 1012
38.4; 1; 1028; 1013
38.5; 1; 989; 996
38.6; 1; 1031; 999
38.7; 1; 1019; 1021
38.8; 2; 993; 1039
38.9; 1; 1021; 997
39.0; 2; 1018; 1026
39.1; 1; 1019; 1035
39.2; 2; 988; 993
39.3; 1; 1020; 1007
39.4; 1; 1022; 997
39.5; 2; 998; 974
39.6; 1; 981; 1009
39.7; 1; 1037; 994
39.8; 0; 973; 978
39.9; 1; 982; 979
40.0; 0; 1012; 986
40.1; 0; 1037; 1007
40.2; 1; 1002; 997
40.3; 1; 1008; 1029
40.4; 1; 999; 1040
40.5; 1; 999; 1045
40.6; 0; 1032; 988
40.7; 1; 980; 1019
40.8; 0; 1008; 999
40.9; 0; 1032; 1025
41.0; 2; 999; 986
41.1; 0; 1005; 1017
41.2; 1; 987; 993
41.3; 28; 979; 1014
41.4; 1; 1007; 1012
41.5; 0; 1015; 992
41.6; 1; 1004; 1050
41.7; 1; 992; 979
41.8; 1; 980; 1015
41.9; 0; 1048; 1028
42.0; 1; 1010; 995
42.1; 1; 997; 1005
42.2; 1; 1006; 1023
42.3; 0; 995; 1011
42.4; 0; 1033; 1004
42.5; 1; 1012; 1026
42.6; 0; 1030; 1007
42.7; 1; 987; 991
42.8; 1; 1032; 987
42.9; 1; 994; 1043
43.0; 2; 990; 996
43.1; 0; 990; 1014
43.2; 0; 1031; 1005
43.3; 0; 1015; 980
43.4; 0; 1024; 999
43.5; 1; 1014; 1027
43.6; 33; 1004; 978
43.7; 1; 1037; 1000
43.8; 0; 1014; 997
43.9; 0; 1017; 988
44.0; 2; 986; 1001
44.1; 1; 1019; 1021
44.2; 1; 1015; 996
44.3; 0; 982; 987
44.4; 0; 998; 1026
44.5; 0; 1028; 1046
44.6; 0; 997; 996
44.7; 1; 1020; 986
44.8; 0; 990; 997
44.9; 0; 1032; 996
45.0; 0; 1001; 1017
45.1; 1; 1016; 1006
45.2; 1; 1024; 1010
45.3; 0; 1024; 1019
45.4; 1; 1013; 1005
45.5; 0; 1016; 996
45.6; 1; 987; 1007
45.7; 0; 1000; 1013
45.8; 1; 987; 1019
45.9; 0; 1021; 1001
46.0; 1; 1024; 983
46.1; 1; 1003; 1050
46.2; 0; 1038; 999
46.3; 1; 1024; 1033
46.4; 1; 986; 995
46.5; 1; 986; 1040
46.6; 1; 1016; 1017
46.7; 0; 1032; 1009
46.8; 1; 973; 984
46.9; 0; 1017; 986
47.0; 0; 989; 983
47.1; 1; 987; 991
47.2; 1; 1004; 1010
47.3; 1; 982; 1009
47.4; 2; 984; 1011
47.5; 0; 1012; 991
47.6; 1; 1001; 999
47.7; 0; 1031; 1032
47.8; 1; 993; 1028
47.9; 1; 1006; 1027
48.0; 1; 1000; 1026
48.1; 1; 1033; 994
48.2; 1; 981; 987
48.3; 1; 981; 993
48.4; 1; 999; 1024
48.5; 1; 997; 992
48.6; 1; 1036; 1029
48.7; 0; 1001; 1003
48.8; 1; 992; 1023
48.9; 1; 994; 1003
49.0; 1; 995; 1006
49.1; 1; 1001; 1006
49.2; 0; 1034; 1021
49.3; 2; 1009; 990
49.4; 1; 1002; 1020
49.5; 1; 997; 1024
49.6; 1; 1031; 1007
49.7; 1; 985; 1006
49.8; 0; 1040; 1003
49.9; 0; 1018; 1005
50.0; 1; 1007; 1019
50.1; 1; 989; 1040
50.2; 0; 1028; 1029
50.3; 0; 1041; 1013
50.4; 1; 1004; 1013
50.5; 1; 999; 1010
50.6; 0; 1032; 1016
50.7; 1; 984; 1019
50.8; 0; 996; 1019
50.9; 0; 1016; 999
51.0; 0; 1002; 1019
51.1; 1; 1006; 1033
51.2; 0; 1021; 1030
51.3; 0; 1019; 1021
51.4; 0; 1017; 1018
51.5; 1; 999; 1006
51.6; 0; 1035; 983
51.7; 1; 980; 995
51.8; 2; 1001; 1035
51.9; 1; 1000; 1035
52.0; 2; 1025; 984
52.1; 0; 1039; 996
52.2; 1; 1015; 992
52.3; 1; 1037; 1018
52.4; 0; 1018; 999
52.5; 0; 1028; 1038
52.6; 0; 1030; 998
52.7; 1; 1011; 996
52.8; 1; 986; 1001
52.9; 0; 1040; 1025
53.0; 0; 1006; 1006
53.1; 0; 1037; 997
53.2; 2; 993; 993
53.3; 1; 994; 987
53.4; 1; 987; 999
53.5; 1; 1016; 1036
53.6; 0; 995; 971
53.7; 2; 1000; 1024
53.8; 1; 995; 993
53.9; 2; 988; 1006
54.0; 1; 1019; 1007
54.1; 1; 1015; 1013
54.2; 1; 1011; 998
54.3; 1; 1019; 998
54.4; 1; 991; 982
54.5; 0; 1036; 1017
54.6; 0; 1000; 979
54.7; 0; 1030; 1040
54.8; 0; 1024; 995
54.9; 1; 1011; 1001
55.0; 1; 1017; 1009
55.1; 0; 1024; 1047
55.2; 2; 982; 987
55.3; 1; 979; 983
55.4; 1; 987; 1027
55.5; 1; 996; 989
55.6; 1; 1027; 1044
55.7; 1; 986; 1007
55.8; 1; 1019; 1006
55.9; 2; 987; 1013
56.0; 0; 989; 1010
56.1; 0; 993; 978
56.2; 0; 995; 1000
56.3; 0; 1035; 1005
56.4; 0; 1038; 1033
56.5; 0; 1029; 1012
56.6; 0; 1014; 1019
56.7; 1; 1019; 999
56.8; 0; 1031; 1049
56.9; 0; 998; 1007
57.0; 1; 1010; 1018
57.1; 1; 998; 986
57.2; 1; 1016; 1022
57.3; 0; 1043; 1027
57.4; 0; 1006; 991
57.5; 0; 1011; 1008
57.6; 0; 1015; 1004
57.7; 1; 998; 1001
57.8; 2; 991; 1013
57.9; 1; 1002; 1026
58.0; 1; 990; 1012
58.1; 1; 991; 993
58.2; 1; 980; 1011
58.3; 2; 1020; 1025
58.4; 0; 1027; 1011
58.5; 2; 997; 996
58.6; 1; 989; 1038
58.7; 1; 982; 1011
58.8; 1; 990; 989
58.9; 1; 975; 977
59.0; 1; 1015; 1014
59.1; 2; 992; 1021
59.2; 2; 1008; 996
59.3; 0; 1029; 1008
59.4; 2; 989; 1001
59.5; 1; 983; 990
59.6; 1; 1003; 1035
59.7; 1; 1029; 1018
59.8; 0; 986; 986
59.9; 1; 1008; 1025
60.0; 2; 986; 987
60.1; 1; 982; 1021
60.2; 1; 1016; 1012
60.3; 2; 993; 997
60.4; 0; 1033; 992
60.5; 1; 992; 998
60.6; 1; 992; 1033
60.7; 0; 1001; 995
60.8; 1; 1003; 1026
60.9; 1; 1000; 1009
61.0; 0; 1028; 989
61.1; 1; 986; 1001
61.2; 0; 1003; 1008
61.3; 0; 993; 1017
61.4; 0; 1026; 1034
61.5; 1; 1014; 986
61.6; 0; 1021; 999
61.7; 1; 1042; 1017
61.8; 0; 1032; 1017
61.9; 1; 1007; 1009
62.0; 0; 1016; 996
62.1; 1; 1007; 1005
62.2; 0; 1013; 1023
62.3; 0; 1027; 1007
62.4; 1; 1009; 986
62.5; 1; 1017; 1012
62.6; 0; 1030; 1022
62.7; 1; 1008; 989
62.8; 2; 998; 1010
62.9; 0; 991; 1015
63.0; 2; 991; 987
63.1; 1; 1017; 1009
63.2; 0; 1036; 1039
63.3; 1; 1024; 1016
63.4; 1; 1024; 1040
63.5; 0; 993; 1029
63.6; 0; 1002; 1011
63.7; 1; 1016; 1031
63.8; 1; 993; 980
63.9; 1; 971; 1021
64.0; 1; 1007; 1015
64.1; 0; 1035; 1018
64.2; 0; 1034; 1030
64.3; 1; 981; 1011
64.4; 3; 1000; 1015
64.5; 2; 1002; 994
64.6; 0; 1035; 1013
64.7; 0; 1022; 1012
64.8; 1; 993; 993
64.9; 1; 1013; 1007
65.0; 2; 982; 1024
65.1; 0; 1027; 1023
65.2; 2; 971; 999
65.3; 0; 1027; 1044
65.4; 0; 1012; 995
65.5; 1; 982; 1000
65.6; 0; 1019; 980
65.7; 1; 1033; 1009
65.8; 0; 1021; 977
65.9; 1; 982; 1028
66.0; 0; 1002; 998
66.1; 0; 993; 979
66.2; 0; 1007; 1007
66.3; 0; 1034; 997
66.4; 0; 1015; 1004
66.5; 0; 1051; 1021
66.6; 0; 983; 992
66.7; 0; 1032; 978
66.8; 0; 1007; 995
66.9; 1; 988; 995
67.0; 1; 998; 1000
67.1; 0; 996; 1012
67.2; 0; 1020; 1031
67.3; 0; 988; 1039
67.4; 1; 984; 989
67.5; 0; 1013; 996
67.6; 1; 1017; 1028
67.7; 1; 969; 998
67.8; 1; 998; 1007
67.9; 1; 1021; 987
68.0; 0; 993; 985
68.1; 1; 993; 973
68.2; 1; 1022; 996
68.3; 0; 1030; 979
68.4; 1; 995; 997
68.5; 1; 991; 975
68.6; 0; 1026; 1016
68.7; 1; 995; 984
68.8; 2; 989; 1024
68.9; 1; 997; 997
69.0; 0; 995; 977
69.1; 1; 1007; 1003
69.2; 1; 1014; 1045
69.3; 0; 1021; 993
69.4; 1; 994; 991
69.5; 0; 1001; 1030
69.6; 1; 1027; 1018
69.7; 1; 983; 993
69.8; 0; 991; 1035
69.9; 2; 979; 1021
70.0; 1; 996; 1000
70.1; 0; 1036; 992
70.2; 0; 1025; 989
70.3; 1; 982; 992
70.4; 1; 1024; 1003
70.5; 0; 1044; 1018
70.6; 0; 1010; 1015
70.7; 1; 1000; 1024
70.8; 1; 973; 983
70.9; 1; 1004; 1040
71.0; 2; 988; 1039
71.1; 0; 1027; 990
71.2; 0; 1015; 998
71.3; 0; 1034; 1030
71.4; 1; 1008; 975
71.5; 1; 997; 1017
71.6; 0; 1017; 1004
71.7; 1; 1006; 1017
71.8; 1; 997; 985
71.9; 2; 978; 987
72.0; 0; 983; 996
72.1; 1; 1047; 1034
72.2; 1; 1010; 1005
72.3; 1; 994; 998
72.4; 0; 1037; 1037
72.5; 0; 1001; 976
72.6; 0; 1022; 1017
72.7; 2; 1020; 1025
72.8; 1; 996; 1002
72.9; 1; 1037; 977
73.0; 1; 1003; 1011
73.1; 0; 1029; 1022
73.2; 0; 999; 1003
73.3; 2; 990; 1019
73.4; 0; 982; 1005
73.5; 2; 986; 1013
73.6; 2; 996; 1013
73.7; 1; 1001; 998
73.8; 1; 1037; 1033
73.9; 1; 1015; 990
74.0; 0; 987; 982
74.1; 0; 1007; 1003
74.2; 1; 1000; 1024
74.3; 1; 1019; 1017
74.4; 2; 997; 999
74.5; 1; 1034; 997
74.6; 1; 1006; 994
74.7; 1; 978; 991
74.8; 1; 1003; 987
74.9; 1; 990; 1003
75.0; 0; 1026; 1007
75.1; 0; 1008; 1010
75.2; 1; 1034; 1016
75.3; 1; 1032; 1006
75.4; 0; 1034; 981
75.5; 0; 1039; 1009
75.6; 0; 1005; 1037
75.7; 1; 995; 997
75.8; 0; 998; 1006
75.9; 1; 1018; 1018
76.0; 1; 990; 1007
76.1; 1; 984; 995
76.2; 2; 1012; 999
76.3; 1; 1021; 1030
76.4; 1; 1010; 986
76.5; 0; 989; 1029
76.6; 1; 1017; 1003
76.7; 0; 1026; 1007
76.8; 1; 1010; 1001
76.9; 1; 1032; 997
77.0; 2; 1011; 996
77.1; 0; 1026; 1011
77.2; 1; 1001; 991
77.3; 1; 1019; 1000
77.4; 1; 1040; 999
77.5; 1; 997; 1020
77.6; 1; 993; 1011
77.7; 0; 1040; 1010
77.8; 2; 984; 1007
77.9; 2; 1003; 1032
78.0; 1; 1000; 987
78.1; 1; 1012; 993
78.2; 2; 1007; 998
78.3; 1; 999; 1021
78.4; 1; 1001; 1026
78.5; 1; 994; 1035
78.6; 2; 998; 1039
78.7; 1; 1009; 1009
78.8; 2; 984; 997
78.9; 1; 1016; 987
79.0; 1; 1024; 987
79.1; 1; 1013; 971
79.2; 2; 983; 1035
79.3; 1; 989; 1006
79.4; 1; 991; 1032
79.5; 0; 988; 1017
79.6; 1; 990; 1037
79.7; 0; 1028; 1017
79.8; 2; 1002; 1013
79.9; 1; 983; 985
80.0; 1; 1019; 1005
80.1; 0; 1021; 980
80.2; 1; 997; 1021
80.3; 1; 983; 990
80.4; 1; 1024; 1031
80.5; 0; 1024; 989
80.6; 1; 1033; 984
80.7; 1; 1014; 987
80.8; 2; 1021; 1050
80.9; 2; 983; 1022
81.0; 1; 1025; 994
81.1; 2; 987; 1013
81.2; 0; 1014; 980
81.3; 0; 1002; 1027
81.4; 1; 1003; 983
81.5; 0; 997; 1006
81.6; 1; 990; 1025
81.7; 1; 1030; 1036
81.8; 0; 989; 1011
81.9; 1; 985; 991
82.0; 1; 993; 991
82.1; 0; 1038; 1050
82.2; 1; 988; 1007
82.3; 0; 1022; 987
82.4; 0; 1028; 1000
82.5; 0; 998; 990
82.6; 2; 1017; 1028
82.7; 1; 1020; 1002
82.8; 0; 1025; 1019
82.9; 0; 1033; 1039
83.0; 0; 1019; 985
83.1; 1; 1047; 1015
83.2; 0; 1010; 993
83.3; 1; 998; 1034
83.4; 0; 1030; 1036
83.5; 1; 1025; 979
83.6; 0; 992; 992
83.7; 1; 1029; 1023
83.8; 2; 987; 982
83.9; 1; 999; 997
84.0; 1; 1048; 1031
84.1; 1; 1031; 1035
84.2; 1; 1035; 986
84.3; 2; 1010; 1032
84.4; 1; 1005; 985
84.5; 1; 1014; 987
84.6; 1; 1027; 997
84.7; 2; 980; 984
84.8; 2; 998; 988
84.9; 1; 1007; 1039
85.0; 1; 1014; 997
85.1; 1; 987; 1032
85.2; 2; 986; 1032
85.3; 0; 1002; 997
85.4; 0; 1019; 996
85.5; 1; 1007; 984
85.6; 0; 1019; 990
85.7; 0; 990; 1043
85.8; 0; 1022; 1034
85.9; 0; 994; 1009
86.0; 1; 996; 982
86.1; 1; 1002; 989
86.2; 1; 997; 1028
86.3; 1; 1009; 1033
86.4; 0; 993; 1009
86.5; 2; 981; 1015
86.6; 0; 1002; 995
86.7; 0; 1003; 995
86.8; 1; 1020; 1026
86.9; 0; 1016; 1014
87.0; 1; 978; 1015
87.1; 1; 1046; 1009
87.2; 0; 1034; 985
87.3; 1; 1009; 1047
87.4; 0; 1018; 1012
87.5; 1; 1002; 1034
87.6; 1; 1008; 995
87.7; 0; 1003; 986
87.8; 1; 993; 1029
87.9; 0; 997; 1029
88.0; 1; 989; 1015
88.1; 2; 987; 1024
88.2; 1; 1011; 993
88.3; 0; 1037; 996
88.4; 0; 984; 1024
88.5; 1; 984; 998
88.6; 1; 1026; 1030
88.7; 1; 993; 1010
88.8; 0; 1006; 1027
88.9; 1; 1048; 1032
89.0; 1; 988; 1001
89.1; 2; 1029; 1044
89.2; 1; 987; 982
89.3; 0; 1018; 1000
89.4; 0; 1042; 1029
89.5; 2; 995; 991
89.6; 1; 1011; 1000
89.7; 1; 1006; 1003
89.8; 1; 1038; 1028
89.9; 0; 1019; 1014
90.0; 1; 969; 1001
90.1; 1; 1033; 988
90.2; 1; 1030; 1049
90.3; 2; 1008; 1003
90.4; 1; 1004; 1032
90.5; 1; 1008; 1042
90.6; 2; 991; 979
90.7; 0; 996; 1013
90.8; 0; 985; 983
90.9; 0; 1039; 1008
91.0; 1; 989; 1040
91.1; 0; 1024; 982
91.2; 0; 979; 993
91.3; 0; 1028; 1010
91.4; 0; 1019; 1007
91.5; 1; 1012; 983
91.6; 0; 1009; 977
91.7; 2; 975; 998
91.8; 0; 979; 1025
91.9; 0; 1030; 999
92.0; 0; 1027; 1029
92.1; 2; 1011; 990
92.2; 1; 1020; 1009
92.3; 2; 994; 1023
92.4; 0; 988; 1001
92.5; 0; 1028; 1009
92.6; 0; 1032; 1006
92.7; 0; 1037; 1040
92.8; 2; 997; 1008
92.9; 1; 971; 1025
93.0; 2; 1038; 1027
93.1; 2; 990; 1024
93.2; 2; 989; 1015
93.3; 1; 982; 996
93.4; 1; 1030; 1019
93.5; 1; 1032; 1025
93.6; 1; 989; 979
93.7; 1; 1041; 1044
93.8; 1; 971; 1023
93.9; 1; 996; 991
94.0; 1; 980; 1021
94.1; 2; 984; 989
94.2; 1; 1017; 1031
94.3; 1; 1009; 997
94.4; 1; 976; 1000
94.5; 1; 993; 991
94.6; 1; 977; 996
94.7; 1; 991; 1001
94.8; 1; 984; 1014
94.9; 2; 997; 998
95.0; 1; 1017; 1006
95.1; 2; 1000; 1035
95.2; 1; 1005; 1024
95.3; 1; 979; 986
95.4; 0; 1040; 1017
95.5; 0; 1030; 1026
